Nome: PIATA
Codigo Estacao: A430
Latitude: -13.155681
Longitude: -41.774125
Altitude: 1283.95
Situacao: Operante
Data Inicial: 2015-01-01
Data Final: 2019-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MEDIA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);
2018-09-15;0;19,595833;61,791667;
2018-09-16;0;21,116667;56,666667;
2018-09-17;0;22,279167;52,375;
2018-09-18;0;21,858333;52,458333;
2018-09-19;0;21,3375;57,208333;
2018-09-20;0;21,395833;55,708333;
2018-09-21;0;21,166667;55,75;
2018-09-22;0;21,866667;52,666667;
2018-09-23;0;21,55;58,666667;
2018-09-24;0;21,333333;57,583333;
2018-09-25;0;20,654167;56,458333;
2018-09-26;0;20,5;52,333333;
2018-09-27;0;20,870833;57,708333;
2018-09-28;0;21,775;52,25;
2018-09-29;0;22,283333;47,75;
2018-09-30;0;21,445833;53,416667;
2018-10-01;0;20,766667;56,5;
2018-10-02;0;20,720833;56,208333;
2018-10-03;0;21,5625;56,916667;
2018-10-04;0;22,745833;54;
2018-10-05;0;21,120833;63,583333;
2018-10-06;0;21,3125;52,5;
2018-10-07;0;20,145833;55,875;
2018-10-08;0;21,15;59,916667;
2018-10-09;0;21,525;53,875;
2018-10-10;0;20,991667;47,666667;
2018-10-11;0;21,391667;48,375;
2018-10-12;0;20,525;55,375;
2018-10-13;0;21,6;58,625;
2018-10-14;0;23,3125;54,458333;
2018-10-15;0;22,5625;62,5;
2018-10-16;3,6;20,270833;75,708333;
2018-10-17;1;21,458333;68,041667;
2018-10-18;0;22,291667;59,208333;
2018-10-19;0;22,929167;55,333333;
2018-10-20;0;23,2625;58,916667;
2018-10-21;7,6;17,7875;89,708333;
2018-10-22;,2;17,458333;83,5;
2018-10-23;,2;20;73,208333;
2018-10-24;0;21,825;65;
2018-10-25;0;23,166667;56,166667;
2018-10-26;0;23,345833;51,166667;
2018-10-27;0;23,0875;54,458333;
2018-10-28;0;21,1625;77,666667;
2018-10-29;11,6;20,404167;82,666667;
2018-10-30;22,4;20,904167;81,333333;
2018-10-31;0;21,733333;70,791667;
2018-11-01;0;21,429167;71,75;
2018-11-02;0;21,7;67,416667;
2018-11-03;0;22,366667;59,541667;
2018-11-04;0;21,5625;68,666667;
2018-11-05;9,6;20,5;80,625;
2018-11-06;34,2;19,3375;81,833333;
2018-11-07;7,4;20,3;70,958333;
2018-11-08;,2;21,020833;67,666667;
2018-11-09;0;20,733333;72,75;
2018-11-10;0;20,808333;71,5;
2018-11-11;1,8;19,104167;86,166667;
2018-11-12;15,8;19,016667;86,791667;
2018-11-13;3,6;20,445833;76,75;
2018-11-14;3;20,4375;75,083333;
2018-11-15;0;20,929167;73,041667;
2018-11-16;0;20,570833;72,166667;
2018-11-17;0;20,483333;70,958333;
2018-11-18;0;20,704167;63,166667;
2018-11-19;0;20,916667;58,75;
2018-11-20;0;21,970833;55,541667;
2018-11-21;0;21,566667;61,333333;
2018-11-22;0;20,845833;63,25;
2018-11-23;0;20,5375;62,5;
2018-11-24;0;21,016667;62,125;
2018-11-25;0;19,275;76,416667;
2018-11-26;19,4;17,091667;88,5;
2018-11-27;21;17,725;83,916667;
2018-11-28;7;18,029167;82,083333;
2018-11-29;3,8;19,4125;77,208333;
2018-11-30;,2;19,679167;80,166667;
2018-12-01;14,4;20,104167;84,333333;
2018-12-02;12,6;19,9125;85,333333;
2018-12-03;21,8;21,025;76,5;
2018-12-04;18,6;20,091667;81,208333;
2018-12-05;,6;19,341667;88,208333;
2018-12-06;15,2;19,895833;86,5;
2018-12-07;1;20,3375;79,666667;
2018-12-08;29,2;19,404167;81,041667;
2018-12-09;23;17,308333;90,541667;
2018-12-10;26;18,5;85,5;
2018-12-11;59,8;19,191667;80,125;
2018-12-12;,8;19,345833;73,458333;
2018-12-13;0;18,683333;75,583333;
2018-12-14;0;20,191667;64,25;
2018-12-15;0;20,095833;69,75;
2018-12-16;0;19,491667;76,708333;
2018-12-17;7,8;19,7375;67,083333;
2018-12-18;0;20,641667;69,083333;
2018-12-19;0;21,104167;68,041667;
2018-12-20;0;21,216667;58,333333;
2018-12-21;0;21,720833;53,166667;
2018-12-22;0;21,654167;56;
2018-12-23;0;19,691667;74,333333;
2018-12-24;41;20,004167;75,541667;
2018-12-25;,6;20,370833;74,625;
2018-12-26;2,4;21,079167;73,541667;
2018-12-27;,2;21,504167;69,375;
2018-12-28;0;21,654167;70,083333;
2018-12-29;0;20,579167;76,916667;
2018-12-30;0;20,779167;77,541667;
2018-12-31;,4;21,808333;68,083333;
2019-01-01;,2;22,016667;63,083333;
2019-01-02;0;21,854167;59,666667;
2019-01-03;0;21,891667;54,291667;
2019-01-04;0;22,320833;60;
2019-01-05;0;20,145833;70,166667;
2019-01-06;8,8;20,670833;71,541667;
2019-01-07;,2;20,329167;69,5;
2019-01-08;0;19,8;70,625;
2019-01-09;0;20,045833;64,666667;
2019-01-10;0;20,2;68,916667;
2019-01-11;0;21,466667;65,416667;
2019-01-12;0;22,366667;62,5;
2019-01-13;0;21,175;65,666667;
2019-01-14;0;21,179167;69,791667;
2019-01-15;0;22,4125;66,166667;
2019-01-16;0;22,304167;65,333333;
2019-01-17;0;22,041667;59,875;
2019-01-18;0;21,954167;58,458333;
2019-01-19;0;22,004167;57,625;
2019-01-20;0;22,8875;56,625;
2019-01-21;0;22,516667;59,708333;
2019-01-22;0;22,758333;59,25;
2019-01-23;0;22,7;49,833333;
2019-01-24;0;22,5875;60,833333;
2019-01-25;0;21,966667;66,166667;
2019-01-26;1,4;21,845833;57,833333;
2019-01-27;,2;21,925;59,208333;
2019-01-28;0;20,625;66,875;
2019-01-29;0;20,879167;65,125;
2019-01-30;0;21,654167;60,916667;
2019-01-31;0;22,5;59,541667;
2019-02-01;0;22,608333;62,541667;
2019-02-02;0;22,325;63,541667;
2019-02-03;0;23,320833;63;
2019-02-04;,4;22,5375;67,416667;
2019-02-05;0;22,1;68,375;
2019-02-06;7,6;22,345833;68,333333;
2019-02-07;,2;22,445833;70,291667;
2019-02-08;0;23,041667;65,125;
2019-02-09;2,8;23,275;60;
2019-02-10;0;22,379167;58,958333;
2019-02-11;0;22,429167;53,208333;
2019-02-12;0;23,120833;53,458333;
2019-02-13;0;24,125;51,25;
2019-02-14;2,6;21,716667;71,666667;
2019-02-15;2;21,070833;75,583333;
2019-02-16;2,6;22,4125;67,958333;
2019-02-17;4,4;22,1125;69,291667;
2019-02-18;55,8;19,783333;85,916667;
2019-02-19;2,6;22,766667;69,291667;
2019-02-20;0;23,775;60,291667;
2019-02-21;0;24,05;57,583333;
2019-02-22;0;21,583333;74,875;
2019-02-23;2,4;22,745833;66,541667;
2019-02-24;0;23,308333;63,833333;
2019-02-25;0;22,879167;66,041667;
2019-02-26;0;22,025;71,5;
2019-02-27;3,4;21,429167;76,166667;
2019-02-28;0;22,325;67,625;
2019-03-01;0;22,833333;60,458333;
2019-03-02;0;22,141667;64,458333;
2019-03-03;0;22,095833;59,041667;
2019-03-04;0;22,2375;64,833333;
2019-03-05;0;21,5125;68,166667;
2019-03-06;0;21,254167;64,958333;
2019-03-07;0;21,9;65,291667;
2019-03-08;0;22,866667;60,833333;
2019-03-09;0;23,208333;57,541667;
2019-03-10;0;22,9625;59,625;
2019-03-11;0;23,441667;48,666667;
2019-03-12;0;23,370833;52,041667;
2019-03-13;0;23,491667;56,5;
2019-03-14;0;24,420833;43,791667;
2019-03-15;0;24,25;55,375;
2019-03-16;0;24,058333;54,75;
2019-03-17;0;23,920833;44,625;
2019-03-18;0;24,791667;45,791667;
2019-03-19;0;24,770833;55,041667;
2019-03-20;5,2;23,55;70,541667;
2019-03-21;34,4;20,258333;86,416667;
2019-03-22;12,4;21,320833;76,583333;
2019-03-23;18,2;20,15;83,333333;
2019-03-24;2,6;19,433333;90,625;
2019-03-25;60,6;19,425;91,083333;
2019-03-26;12,4;20,979167;79,125;
2019-03-27;0;20,995833;74,791667;
2019-03-28;9,6;20,433333;73,375;
2019-03-29;,2;20,770833;68,958333;
2019-03-30;0;20,5625;73,916667;
2019-03-31;0;20,654167;78,166667;
2019-04-01;42,2;19,8375;87,166667;
2019-04-02;8;20,85;80,166667;
2019-04-03;1,8;21,104167;76,958333;
2019-04-04;0;21,7125;72,75;
2019-04-05;0;21,870833;71,916667;
2019-04-06;0;21,875;69,583333;
2019-04-07;2,8;20,979167;75,125;
2019-04-08;0;21,658333;72,25;
2019-04-09;0;22,15;73,875;
2019-04-10;9,2;21,5;78,75;
2019-04-11;,2;20,595833;83,041667;
2019-04-12;2,8;21,7;77,083333;
2019-04-13;3;21,575;77,291667;
2019-04-14;,2;20,7125;80,5;
2019-04-15;11;20,091667;85,791667;
2019-04-16;14;21,070833;76,541667;
2019-04-17;0;20,741667;82,25;
2019-04-18;,8;20,925;80,916667;
2019-04-19;13,6;21,8;78,25;
2019-04-20;0;21,241667;77,291667;
2019-04-21;2,8;21,525;68,333333;
2019-04-22;0;21,204167;72,333333;
2019-04-23;0;21,217391;67,956522;
2019-04-24;0;20,091667;65,208333;
2019-04-25;0;19,525;67,666667;
2019-04-26;0;19,558333;73,625;
2019-04-27;3,2;19,3625;70,583333;
2019-04-28;0;20,791667;61,291667;
2019-04-29;0;21,429167;55,083333;
2019-04-30;0;22,5375;55,5;
2019-05-01;0;21,716667;60,291667;
2019-05-02;0;21,441667;63,083333;
2019-05-03;0;21,416667;64,125;
2019-05-04;0;21,225;63,041667;
2019-05-05;7;18,9375;81,708333;
2019-05-06;1,4;18,8625;75,833333;
2019-05-07;0;20,916667;58,291667;
2019-05-08;0;20,716667;59,208333;
2019-05-09;0;21,108333;65,458333;
2019-05-10;,2;20,795833;66,75;
2019-05-11;0;19,758333;70;
2019-05-12;,2;20,683333;68,041667;
2019-05-13;1;21,133333;69,708333;
2019-05-14;,8;19,925;78,583333;
2019-05-15;8,8;20,541667;66,75;
2019-05-16;0;19,8625;72,208333;
2019-05-17;1,8;18,8875;77,458333;
2019-05-18;0;19,875;71,291667;
2019-05-19;0;20,504167;69,083333;
2019-05-20;0;20,520833;69,291667;
2019-05-21;0;20,6125;67,958333;
2019-05-22;0;21,020833;67,333333;
2019-05-23;0;21,1875;63,291667;
2019-05-24;0;null;67,894737;
2019-05-25;0;20,333333;64,083333;
2019-05-26;0;20,804167;57,125;
2019-05-27;0;19,404167;62,041667;
2019-05-28;1,2;18,616667;74,208333;
2019-05-29;5,8;19,3;73,958333;
2019-05-30;0;19,479167;71,958333;
2019-05-31;,2;18,879167;67,75;
2019-06-01;,2;19,4375;62,875;
2019-06-02;0;19,8125;55,666667;
2019-06-03;0;19,5875;59,333333;
2019-06-04;0;19,758333;50,166667;
2019-06-05;0;18,7875;58,125;
2019-06-06;0;16,45;70,166667;
2019-06-07;0;17,345833;61,958333;
2019-06-08;0;17,395833;64,875;
2019-06-09;7;18,258333;70,333333;
2019-06-10;,2;17,9625;68,708333;
2019-06-11;3,6;17,7875;72,791667;
2019-06-12;2,6;17,175;73,083333;
2019-06-13;1;17,245833;71,166667;
2019-06-14;,8;17,0125;77,875;
2019-06-15;1;17,366667;64,833333;
2019-06-16;1,6;16,2125;78,625;
2019-06-17;4,4;16,179167;86,666667;
2019-06-18;3,6;16,733333;77,791667;
2019-06-19;0;18,170833;65;
2019-06-20;0;18,1125;66,333333;
2019-06-21;0;17,583333;66,75;
2019-06-22;2,4;16,541667;74,625;
2019-06-23;3,2;16,9875;73,958333;
2019-06-24;1,2;16,670833;79;
2019-06-25;1,2;17,675;60,083333;
2019-06-26;2,2;17,9625;67,5;
2019-06-27;0;17,220833;57;
2019-06-28;0;17,258333;67,583333;
2019-06-29;1,4;17,195833;69,083333;
2019-06-30;1,2;16,9125;72,75;
2019-07-01;,2;17,333333;65,666667;
2019-07-02;0;17,620833;63,25;
2019-07-03;0;17,566667;67,208333;
2019-07-04;0;20,033333;55,916667;
2019-07-05;0;19,966667;64,583333;
2019-07-06;0;20,8875;60,041667;
2019-07-07;0;19,65;67,958333;
2019-07-08;,8;14,9375;81,166667;
2019-07-09;0;14,9125;68,541667;
2019-07-10;0;15,458333;64,208333;
2019-07-11;0;15,908333;66;
2019-07-12;0;16,416667;61,25;
2019-07-13;0;18,020833;57,208333;
2019-07-14;,2;17,341667;56,75;
2019-07-15;0;18,141667;47,416667;
2019-07-16;0;18,5375;49,166667;
2019-07-17;0;19,525;42,375;
2019-07-18;,6;14,6875;77,375;
2019-07-19;0;14,775;64,458333;
2019-07-20;3;14,195833;78,375;
2019-07-21;7,6;14,879167;82,166667;
2019-07-22;2,2;15,45;75,541667;
2019-07-23;2,2;16,0625;74,625;
2019-07-24;2,6;16,779167;67,125;
2019-07-25;0;16,329167;68,625;
2019-07-26;2;14,825;72,291667;
2019-07-27;3;14,795833;75,875;
2019-07-28;1,4;16,35;69,5;
2019-07-29;1;17,0125;66,291667;
2019-07-30;4,8;16,029167;72,666667;
2019-07-31;0;17,929167;62,375;
2019-08-01;0;17,858333;58,666667;
2019-08-02;0;17,4;64;
2019-08-03;0;18,808333;59,291667;
2019-08-04;0;18,325;60,375;
2019-08-05;3,2;15,5875;82,291667;
2019-08-06;12,6;15,383333;66,416667;
2019-08-07;1,2;16,183333;55,708333;
2019-08-08;0;16,341667;62,458333;
2019-08-09;0;16,975;68,5;
2019-08-10;6,8;15,7375;82,083333;
2019-08-11;4;17,675;65,208333;
2019-08-12;0;16,6125;78,583333;
2019-08-13;5,4;17,2875;63,583333;
2019-08-14;0;16,9625;66,291667;
2019-08-15;2,8;16,320833;66,291667;
2019-08-16;7;14,0875;85,75;
2019-08-17;3,4;15,070833;82,083333;
2019-08-18;2,4;16,958333;74,083333;
2019-08-19;,2;18,216667;63,666667;
2019-08-20;0;18,604167;64,125;
2019-08-21;0;18,020833;64,666667;
2019-08-22;0;18,108333;63,583333;
2019-08-23;0;18,045833;62,208333;
2019-08-24;0;16,925;66,083333;
2019-08-25;0;18,1625;57,666667;
2019-08-26;0;16,741667;63,375;
2019-08-27;0;16,6125;63,791667;
2019-08-28;,8;16,25;70,333333;
2019-08-29;,6;16,483333;69,583333;
2019-08-30;,4;17,033333;70;
2019-08-31;0;17,320833;62,083333;
2019-09-01;0;17,8625;55,916667;
2019-09-02;0;17,95;59,833333;
2019-09-03;0;18,9875;55,375;
2019-09-04;0;18,1125;61;
2019-09-05;0;19,204167;56,416667;
2019-09-06;,4;17,666667;63,791667;
2019-09-07;,2;17,204167;73,041667;
2019-09-08;8,2;16,341667;80,958333;
2019-09-09;0;18,2;67,416667;
2019-09-10;,6;18,870833;69,208333;
2019-09-11;0;18,695833;60,875;
2019-09-12;0;19,170833;62,541667;
2019-09-13;0;20,516667;51,826087;
2019-09-14;0;19,15;55,208333;
2019-09-15;0;17,95;69,375;
2019-09-16;12,4;17,7625;68,958333;
2019-09-17;0;17,833333;55,208333;
2019-09-18;0;19,275;59;
2019-09-19;0;20,1375;60,333333;
2019-09-20;0;20,1875;55,208333;
2019-09-21;0;20,333333;50,333333;
2019-09-22;0;18,770833;56,5;
2019-09-23;0;19,241667;55,833333;
2019-09-24;5,2;16,208333;77,416667;
2019-09-25;2,8;17,891667;68,208333;
2019-09-26;,2;19,283333;62,833333;
2019-09-27;0;20,9;53,791667;
2019-09-28;0;20,520833;58,083333;
2019-09-29;,2;18,941667;71,541667;
2019-09-30;0;19,708333;69,166667;
2019-10-01;5,8;19,6875;65,416667;
2019-10-02;0;19,429167;62,583333;
2019-10-03;0;19,758333;63,083333;
2019-10-04;0;20,070833;61,875;
2019-10-05;0;19,65;57,083333;
2019-10-06;0;19,545833;56,833333;
2019-10-07;0;20,7;55,166667;
2019-10-08;0;20,691667;64;
2019-10-09;0;20,8;49,75;
2019-10-10;0;20,183333;55,625;
2019-10-11;0;20,3;55,708333;
2019-10-12;0;19,6;58,416667;
2019-10-13;0;19,816667;59,916667;
2019-10-14;0;20,329167;54,75;
2019-10-15;0;20,154167;60,291667;
2019-10-16;0;19,366667;63,583333;
2019-10-17;0;19,041667;59,25;
2019-10-18;0;19,816667;52,208333;
2019-10-19;0;21,591667;41,041667;
2019-10-20;0;24,133333;31,083333;
2019-10-21;0;22,941667;48,791667;
2019-10-22;,6;20,208333;73,041667;
2019-10-23;17,8;19,291667;80,625;
2019-10-24;14,6;20,333333;70,291667;
2019-10-25;,2;21,066667;56,541667;
2019-10-26;0;21,554167;44,916667;
2019-10-27;0;21,7375;47,916667;
2019-10-28;0;21,266667;47,791667;
2019-10-29;0;20,241667;54,208333;
2019-10-30;0;20,920833;49,875;
2019-10-31;0;21,6375;54,875;
2019-11-01;0;21,595833;60,666667;
2019-11-02;0;21,545833;56,125;
2019-11-03;0;20,495833;55,541667;
2019-11-04;0;20,420833;62,083333;
2019-11-05;1,8;23,329167;47,75;
2019-11-06;0;23,470833;41,25;
2019-11-07;0;22,095833;45,666667;
2019-11-08;0;21,129167;53,625;
2019-11-09;0;21,5375;49,833333;
2019-11-10;1,2;21,845833;47,416667;
2019-11-11;0;22,216667;46,416667;
2019-11-12;0;22,445833;42,541667;
2019-11-13;0;21,508333;48,041667;
2019-11-14;0;22,308333;47,625;
2019-11-15;0;23,308333;45,5;
2019-11-16;0;23,6375;45,666667;
2019-11-17;14,4;20,720833;72,458333;
2019-11-18;0;21,5;62,791667;
2019-11-19;0;22,0375;54,208333;
2019-11-20;0;22,2125;48,458333;
2019-11-21;0;20,766667;53,833333;
2019-11-22;0;21,170833;49,291667;
2019-11-23;0;22,7875;51,291667;
2019-11-24;0;24,633333;43,416667;
2019-11-25;15,8;19,375;82,708333;
2019-11-26;5;18,345833;84,333333;
2019-11-27;,2;19,033333;76,583333;
2019-11-28;,2;20,304167;71,75;
2019-11-29;0;22,129167;62,125;
2019-11-30;0;23,254167;50,625;
2019-12-01;0;23,858333;45,5;
2019-12-02;0;25,1125;32,541667;
2019-12-03;0;23,995833;44,583333;
2019-12-04;0;22,516667;49,5;
2019-12-05;0;22,529167;46,416667;
2019-12-06;0;23,725;34,041667;
2019-12-07;0;25,470833;32,708333;
2019-12-08;0;24,033333;52,125;
2019-12-09;0;22,241667;51,291667;
2019-12-10;0;21,783333;46,458333;
2019-12-11;0;22,291667;51,833333;
2019-12-12;0;23,270833;48,666667;
2019-12-13;0;22,45;50,708333;
2019-12-14;0;21,783333;53,416667;
2019-12-15;8,6;19,8375;65,541667;
2019-12-16;11,6;19,175;70,625;
2019-12-17;,8;20,970833;59,75;
2019-12-18;0;21,808333;61,916667;
2019-12-19;0;22,095833;52,333333;
2019-12-20;0;21,575;51;
2019-12-21;0;22,1125;50,833333;
2019-12-22;0;22,279167;50,708333;
2019-12-23;0;22,029167;51,708333;
2019-12-24;0;22,495833;49,875;
2019-12-25;0;22,220833;59,833333;
2019-12-26;0;21,533333;61,541667;
2019-12-27;0;20,904167;60,583333;
2019-12-28;,6;20,754167;64,583333;
2019-12-29;0;20,8;62,583333;
2019-12-30;0;19,758333;69,916667;
2019-12-31;17,4;19,066667;76,041667;

